# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Quranic Arabic Corpus (morphology, version 0.4)
#  Copyright (C) 2011 Kais Dukes
#  License: GNU General Public License
#
#  The Quranic Arabic Corpus includes syntactic and morphological
#  annotation of the Quran, and builds on the verified Arabic text
#  distributed by the Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this file, but CHANGING IT IS NOT ALLOWED.
#
#  - This annotation can be used in any website or application,
#    provided its source (the Quranic Arabic Corpus) is clearly
#    indicated, and a link is made to http://corpus.quran.com to enable
#    users to keep track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all works
#    derived from or containing substantial portion of this file.
#
#  Please check updates at: http://corpus.quran.com/download

# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Tanzil Quran Text (Uthmani, version 1.0.2)
#  Copyright (C) 2008-2009 Tanzil.info
#  License: Creative Commons BY-ND 3.0 Unported
#
#  This copy of quran text is carefully produced, highly
#  verified and continuously monitored by a group of specialists
#  at Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this text, but CHANGING IT IS NOT ALLOWED.
#
#  - This quran text can be used in any website or application,
#    provided its source (Tanzil.info) is clearly indicated, and
#    a link is made to http://tanzil.info to enable users to keep
#    track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all files
#    derived from or containing substantial portion of this text.
#
#  Please check updates at: http://tanzil.info/updates/
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(4:161:9:1)	bi	P	PREFIX|bi+
(4:161:9:2)	{lo	DET	PREFIX|Al+
(4:161:9:3)	ba`Tili	N	STEM|POS:N|ACT|PCPL|LEM:ba`Til|ROOT:bTl|M|GEN
(4:161:10:1)	wa	REM	PREFIX|w:REM+
(4:161:10:2)	>aEotado	V	STEM|POS:V|PERF|(IV)|LEM:>aEotadato|ROOT:Etd|1P
(4:161:10:3)	naA	PRON	SUFFIX|PRON:1P
(4:161:11:1)	li	P	PREFIX|l:P+
(4:161:11:2)	lo	DET	PREFIX|Al+
(4:161:11:3)	ka`firiyna	N	STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|GEN
(4:161:12:1)	mino	P	STEM|POS:P|LEM:min
(4:161:12:2)	humo	PRON	SUFFIX|PRON:3MP
(4:161:13:1)	Ea*aAbFA	N	STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|INDEF|ACC
(4:161:14:1)	>aliymFA	ADJ	STEM|POS:ADJ|LEM:>aliym|ROOT:Alm|MS|INDEF|ACC
(4:162:1:1)	l~a`kini	AMD	STEM|POS:AMD|LEM:la`kin
(4:162:2:1)	{l	DET	PREFIX|Al+
(4:162:2:2)	r~a`sixuwna	N	STEM|POS:N|ACT|PCPL|LEM:r~a`sixuwn|ROOT:rsx|MP|NOM
(4:162:3:1)	fiY	P	STEM|POS:P|LEM:fiY
(4:162:4:1)	{lo	DET	PREFIX|Al+
(4:162:4:2)	Eilomi	N	STEM|POS:N|LEM:Eilom|ROOT:Elm|M|GEN
(4:162:5:1)	mino	P	STEM|POS:P|LEM:min
(4:162:5:2)	humo	PRON	SUFFIX|PRON:3MP
(4:162:6:1)	wa	CONJ	PREFIX|w:CONJ+
(4:162:6:2)	{lo	DET	PREFIX|Al+
(4:162:6:3)	mu&ominuwna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|NOM
(4:162:7:1)	yu&ominu	V	STEM|POS:V|IMPF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(4:162:7:2)	wna	PRON	SUFFIX|PRON:3MP
(4:162:8:1)	bi	P	PREFIX|bi+
(4:162:8:2)	maA^	REL	STEM|POS:REL|LEM:maA
(4:162:9:1)	>unzila	V	STEM|POS:V|PERF|PASS|(IV)|LEM:>anzala|ROOT:nzl|3MS
(4:162:10:1)	<ilayo	P	STEM|POS:P|LEM:<ilaY`
(4:162:10:2)	ka	PRON	SUFFIX|PRON:2MS
(4:162:11:1)	wa	CONJ	PREFIX|w:CONJ+
(4:162:11:2)	maA^	REL	STEM|POS:REL|LEM:maA
(4:162:12:1)	>unzila	V	STEM|POS:V|PERF|PASS|(IV)|LEM:>anzala|ROOT:nzl|3MS
(4:162:13:1)	min	P	STEM|POS:P|LEM:min
(4:162:14:1)	qaboli	N	STEM|POS:N|LEM:qabol|ROOT:qbl|GEN
(4:162:14:2)	ka	PRON	SUFFIX|PRON:2MS
(4:162:15:1)	wa	CONJ	PREFIX|w:CONJ+
(4:162:15:2)	{lo	DET	PREFIX|Al+
(4:162:15:3)	muqiymiyna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~uqiym|ROOT:qwm|MP|ACC
(4:162:16:1)	{l	DET	PREFIX|Al+
(4:162:16:2)	S~alaw`pa	N	STEM|POS:N|LEM:Salaw`p|ROOT:Slw|F|ACC
(4:162:17:1)	wa	CONJ	PREFIX|w:CONJ+
(4:162:17:2)	{lo	DET	PREFIX|Al+
(4:162:17:3)	mu&otuwna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&otuwn|ROOT:Aty|MP|NOM
(4:162:18:1)	{l	DET	PREFIX|Al+
(4:162:18:2)	z~akaw`pa	N	STEM|POS:N|LEM:zakaw`p|ROOT:zkw|F|ACC
(4:162:19:1)	wa	CONJ	PREFIX|w:CONJ+
(4:162:19:2)	{lo	DET	PREFIX|Al+
(4:162:19:3)	mu&ominuwna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|NOM
(4:162:20:1)	bi	P	PREFIX|bi+
(4:162:20:2)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(4:162:21:1)	wa	CONJ	PREFIX|w:CONJ+
(4:162:21:2)	{lo	DET	PREFIX|Al+
(4:162:21:3)	yawomi	N	STEM|POS:N|LEM:yawom|ROOT:ywm|M|GEN
(4:162:22:1)	{lo	DET	PREFIX|Al+
(4:162:22:2)	'aAxiri	ADJ	STEM|POS:ADJ|LEM:A^xir|ROOT:Axr|MS|GEN
(4:162:23:1)	>uw@la`^}ika	DEM	STEM|POS:DEM|LEM:>uwla`^}ik|P
(4:162:24:1)	sa	FUT	PREFIX|sa+
(4:162:24:2)	nu&otiy	V	STEM|POS:V|IMPF|(IV)|LEM:A^taY|ROOT:Aty|1P
(4:162:24:3)	himo	PRON	SUFFIX|PRON:3MP
(4:162:25:1)	>ajorFA	N	STEM|POS:N|LEM:>ajor|ROOT:Ajr|M|INDEF|ACC
(4:162:26:1)	EaZiymFA	ADJ	STEM|POS:ADJ|LEM:EaZiym|ROOT:EZm|MS|INDEF|ACC
(4:163:1:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(4:163:1:2)	A^	PRON	SUFFIX|PRON:1P
(4:163:2:1)	>awoHayo	V	STEM|POS:V|PERF|(IV)|LEM:>awoHaY`^|ROOT:wHy|1P
(4:163:2:2)	naA^	PRON	SUFFIX|PRON:1P
(4:163:3:1)	<ilayo	P	STEM|POS:P|LEM:<ilaY`
(4:163:3:2)	ka	PRON	SUFFIX|PRON:2MS
(4:163:4:1)	ka	P	PREFIX|ka+
(4:163:4:2)	maA^	SUB	STEM|POS:SUB|LEM:maA
(4:163:5:1)	>awoHayo	V	STEM|POS:V|PERF|(IV)|LEM:>awoHaY`^|ROOT:wHy|1P
(4:163:5:2)	naA^	PRON	SUFFIX|PRON:1P
(4:163:6:1)	<ilaY`	P	STEM|POS:P|LEM:<ilaY`
(4:163:7:1)	nuwHK	PN	STEM|POS:PN|LEM:nuwH|M|GEN
(4:163:8:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:8:2)	{l	DET	PREFIX|Al+
(4:163:8:3)	n~abiy~i.na	N	STEM|POS:N|LEM:n~abiY~|ROOT:nbA|MP|GEN
(4:163:9:1)	min[	P	STEM|POS:P|LEM:min
(4:163:10:1)	baEodi	N	STEM|POS:N|LEM:baEod|ROOT:bEd|GEN
(4:163:10:2)	hi.	PRON	SUFFIX|PRON:3MS
(4:163:11:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:11:2)	>awoHayo	V	STEM|POS:V|PERF|(IV)|LEM:>awoHaY`^|ROOT:wHy|1P
(4:163:11:3)	naA^	PRON	SUFFIX|PRON:1P
(4:163:12:1)	<ilaY`^	P	STEM|POS:P|LEM:<ilaY`
(4:163:13:1)	<ibora`hiyma	PN	STEM|POS:PN|LEM:<iboraAhiym|M|GEN
(4:163:14:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:14:2)	<isoma`Eiyla	PN	STEM|POS:PN|LEM:<isomaAEiyl|M|GEN
(4:163:15:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:15:2)	<isoHa`qa	PN	STEM|POS:PN|LEM:<isoHaAq|GEN
(4:163:16:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:16:2)	yaEoquwba	PN	STEM|POS:PN|LEM:yaEoquwb|GEN
(4:163:17:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:17:2)	{lo	DET	PREFIX|Al+
(4:163:17:3)	>asobaATi	N	STEM|POS:N|LEM:>asobaAT|ROOT:sbT|MP|GEN
(4:163:18:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:18:2)	EiysaY`	PN	STEM|POS:PN|LEM:EiysaY|GEN
(4:163:19:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:19:2)	>ay~uwba	PN	STEM|POS:PN|LEM:>ay~uwb|GEN
(4:163:20:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:20:2)	yuwnusa	PN	STEM|POS:PN|LEM:yuwnus|GEN
(4:163:21:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:21:2)	ha`ruwna	PN	STEM|POS:PN|LEM:ha`ruwn|M|GEN
(4:163:22:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:22:2)	sulayoma`na	PN	STEM|POS:PN|LEM:sulayoma`n|GEN
(4:163:23:1)	wa	CONJ	PREFIX|w:CONJ+
(4:163:23:2)	'aAtayo	V	STEM|POS:V|PERF|(IV)|LEM:A^taY|ROOT:Aty|1P
(4:163:23:3)	naA	PRON	SUFFIX|PRON:1P
(4:163:24:1)	daAwu,da	PN	STEM|POS:PN|LEM:daAwud|ACC
(4:163:25:1)	zabuwrFA	PN	STEM|POS:PN|LEM:zabuwr|ROOT:zbr|M|INDEF|ACC
(4:164:1:1)	wa	CONJ	PREFIX|w:CONJ+
(4:164:1:2)	rusulFA	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|MP|INDEF|ACC
(4:164:2:1)	qado	CERT	STEM|POS:CERT|LEM:qad
(4:164:3:1)	qaSaSo	V	STEM|POS:V|PERF|LEM:qaS~a|ROOT:qSS|1P
(4:164:3:2)	na`	PRON	SUFFIX|PRON:1P
(4:164:3:3)	humo	PRON	SUFFIX|PRON:3MP
(4:164:4:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(4:164:4:2)	ka	PRON	SUFFIX|PRON:2MS
(4:164:5:1)	min	P	STEM|POS:P|LEM:min
(4:164:6:1)	qabolu	N	STEM|POS:N|LEM:qabol|ROOT:qbl|GEN
(4:164:7:1)	wa	CONJ	PREFIX|w:CONJ+
(4:164:7:2)	rusulFA	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|MP|INDEF|ACC
(4:164:8:1)	l~amo	NEG	STEM|POS:NEG|LEM:lam
(4:164:9:1)	naqoSuSo	V	STEM|POS:V|IMPF|LEM:qaS~a|ROOT:qSS|1P|MOOD:JUS
(4:164:9:2)	humo	PRON	SUFFIX|PRON:3MP
(4:164:10:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(4:164:10:2)	ka	PRON	SUFFIX|PRON:2MS
(4:164:11:1)	wa	REM	PREFIX|w:REM+
(4:164:11:2)	kal~ama	V	STEM|POS:V|PERF|(II)|LEM:kal~ama|ROOT:klm|3MS
(4:164:12:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(4:164:13:1)	muwsaY`	PN	STEM|POS:PN|LEM:muwsaY`|M|ACC
(4:164:14:1)	takoliymFA	N	STEM|POS:N|VN|(II)|LEM:takoliym|ROOT:klm|M|INDEF|ACC
(4:165:1:1)	r~usulFA	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|MP|INDEF|ACC
(4:165:2:1)	m~uba$~iriyna	N	STEM|POS:N|ACT|PCPL|(II)|LEM:muba$~ir|ROOT:b$r|MP|ACC
(4:165:3:1)	wa	CONJ	PREFIX|w:CONJ+
(4:165:3:2)	mun*iriyna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:mun*ir|ROOT:n*r|MP|ACC
(4:165:4:1)	li	PRP	PREFIX|l:PRP+
(4:165:4:2)	}al~aA	NEG	STEM|POS:NEG|LEM:laA
(4:165:5:1)	yakuwna	V	STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS|MOOD:SUBJ
(4:165:6:1)	li	P	PREFIX|l:P+
(4:165:6:2)	l	DET	PREFIX|Al+
(4:165:6:3)	n~aAsi	N	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|GEN
(4:165:7:1)	EalaY	P	STEM|POS:P|LEM:EalaY`
(4:165:8:1)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(4:165:9:1)	Huj~apN[	N	STEM|POS:N|LEM:Huj~ap|ROOT:Hjj|F|INDEF|NOM
(4:165:10:1)	baEoda	T	STEM|POS:T|LEM:baEod|ROOT:bEd|ACC
(4:165:11:1)	{l	DET	PREFIX|Al+
(4:165:11:2)	r~usuli	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|MP|GEN
(4:165:12:1)	wa	REM	PREFIX|w:REM+
(4:165:12:2)	kaAna	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(4:165:13:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(4:165:14:1)	EaziyzFA	N	STEM|POS:N|LEM:Eaziyz|ROOT:Ezz|MS|INDEF|ACC
(4:165:15:1)	HakiymFA	ADJ	STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|INDEF|ACC
(4:166:1:1)	l~a`kini	AMD	STEM|POS:AMD|LEM:la`kin
(4:166:2:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(4:166:3:1)	ya$ohadu	V	STEM|POS:V|IMPF|LEM:$ahida|ROOT:$hd|3MS
(4:166:4:1)	bi	P	PREFIX|bi+
(4:166:4:2)	maA^	REL	STEM|POS:REL|LEM:maA
(4:166:5:1)	>anzala	V	STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|3MS
(4:166:6:1)	<ilayo	P	STEM|POS:P|LEM:<ilaY`
(4:166:6:2)	ka	PRON	SUFFIX|PRON:2MS
(4:166:7:1)	>anzala	V	STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|3MS
(4:166:7:2)	hu,	PRON	SUFFIX|PRON:3MS
(4:166:8:1)	bi	P	PREFIX|bi+
(4:166:8:2)	Eilomi	N	STEM|POS:N|LEM:Eilom|ROOT:Elm|M|GEN
(4:166:8:3)	hi.	PRON	SUFFIX|PRON:3MS
(4:166:9:1)	wa	CIRC	PREFIX|w:CIRC+
(4:166:9:2)	{lo	DET	PREFIX|Al+
(4:166:9:3)	mala`^}ikapu	N	STEM|POS:N|LEM:malak|ROOT:mlk|MP|NOM
(4:166:10:1)	ya$ohadu	V	STEM|POS:V|IMPF|LEM:$ahida|ROOT:$hd|3MP
(4:166:10:2)	wna	PRON	SUFFIX|PRON:3MP
(4:166:11:1)	wa	REM	PREFIX|w:REM+
(4:166:11:2)	kafaY`	V	STEM|POS:V|PERF|LEM:kafaY`|ROOT:kfy|3MS
(4:166:12:1)	bi	P	PREFIX|bi+
(4:166:12:2)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(4:166:13:1)	$ahiydFA	N	STEM|POS:N|LEM:$ahiyd|ROOT:$hd|MS|INDEF|ACC
(4:167:1:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(4:167:2:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(4:167:3:1)	kafaru	V	STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP
(4:167:3:2)	wA@	PRON	SUFFIX|PRON:3MP
(4:167:4:1)	wa	CONJ	PREFIX|w:CONJ+
(4:167:4:2)	Sad~u	V	STEM|POS:V|PERF|LEM:Sad~a|ROOT:Sdd|3MP
(4:167:4:3)	wA@	PRON	SUFFIX|PRON:3MP
(4:167:5:1)	Ean	P	STEM|POS:P|LEM:Ean
(4:167:6:1)	sabiyli	N	STEM|POS:N|LEM:sabiyl|ROOT:sbl|M|GEN
(4:167:7:1)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(4:167:8:1)	qado	CERT	STEM|POS:CERT|LEM:qad
(4:167:9:1)	Dal~u	V	STEM|POS:V|PERF|LEM:Dal~a|ROOT:Dll|3MP
(4:167:9:2)	wA@	PRON	SUFFIX|PRON:3MP
(4:167:10:1)	Dala`lF[A	N	STEM|POS:N|LEM:Dala`l|ROOT:Dll|M|INDEF|ACC
(4:167:11:1)	baEiydFA	ADJ	STEM|POS:ADJ|LEM:baEiyd|ROOT:bEd|MS|INDEF|ACC
(4:168:1:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(4:168:2:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(4:168:3:1)	kafaru	V	STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP
(4:168:3:2)	wA@	PRON	SUFFIX|PRON:3MP
(4:168:4:1)	wa	CONJ	PREFIX|w:CONJ+
(4:168:4:2)	Zalamu	V	STEM|POS:V|PERF|LEM:Zalama|ROOT:Zlm|3MP
(4:168:4:3)	wA@	PRON	SUFFIX|PRON:3MP
(4:168:5:1)	lamo	NEG	STEM|POS:NEG|LEM:lam
(4:168:6:1)	yakuni	V	STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS|MOOD:JUS
(4:168:7:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(4:168:8:1)	li	PRP	PREFIX|l:PRP+
(4:168:8:2)	yagofira	V	STEM|POS:V|IMPF|LEM:gafara|ROOT:gfr|3MS|MOOD:SUBJ
(4:168:9:1)	la	P	PREFIX|l:P+
(4:168:9:2)	humo	PRON	STEM|POS:PRON|3MP
(4:168:10:1)	wa	CONJ	PREFIX|w:CONJ+
(4:168:10:2)	laA	NEG	STEM|POS:NEG|LEM:laA
(4:168:11:1)	li	PRP	PREFIX|l:PRP+
(4:168:11:2)	yahodiya	V	STEM|POS:V|IMPF|LEM:hadaY|ROOT:hdy|3MS|MOOD:SUBJ
(4:168:11:3)	humo	PRON	SUFFIX|PRON:3MP
(4:168:12:1)	TariyqFA	N	STEM|POS:N|LEM:Tariyq|ROOT:Trq|M|INDEF|ACC
(4:169:1:1)	<il~aA	EXP	STEM|POS:EXP|LEM:<il~aA
(4:169:2:1)	Tariyqa	N	STEM|POS:N|LEM:Tariyq|ROOT:Trq|M|ACC
(4:169:3:1)	jahan~ama	PN	STEM|POS:PN|LEM:jahan~am|GEN
(4:169:4:1)	xa`lidiyna	N	STEM|POS:N|ACT|PCPL|LEM:xa`lid|ROOT:xld|MP|ACC
(4:169:5:1)	fiy	P	STEM|POS:P|LEM:fiY
(4:169:5:2)	haA^	PRON	SUFFIX|PRON:3FS
(4:169:6:1)	>abadFA	T	STEM|POS:T|LEM:>abadFA|ROOT:Abd|M|INDEF|ACC
(4:169:7:1)	wa	REM	PREFIX|w:REM+
(4:169:7:2)	kaAna	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(4:169:8:1)	*a`lika	DEM	STEM|POS:DEM|LEM:*a`lik|MS
(4:169:9:1)	EalaY	P	STEM|POS:P|LEM:EalaY`
(4:169:10:1)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(4:169:11:1)	yasiyrFA	N	STEM|POS:N|LEM:yasiyr|ROOT:ysr|MS|INDEF|ACC
(4:170:1:1)	ya`^	VOC	PREFIX|ya+
(4:170:1:2)	>ay~uhaA	N	STEM|POS:N|LEM:>ay~uhaA|NOM
(4:170:2:1)	{l	DET	PREFIX|Al+
(4:170:2:2)	n~aAsu	N	STEM|POS:N|LEM:n~aAs|ROOT:nws|MP|NOM
(4:170:3:1)	qado	CERT	STEM|POS:CERT|LEM:qad
(4:170:4:1)	jaA^'a	V	STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MS
(4:170:4:2)	kumu	PRON	SUFFIX|PRON:2MP
(4:170:5:1)	{l	DET	PREFIX|Al+
(4:170:5:2)	r~asuwlu	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|NOM
(4:170:6:1)	bi	P	PREFIX|bi+
(4:170:6:2)	{lo	DET	PREFIX|Al+
(4:170:6:3)	Haq~i	N	STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|GEN
(4:170:7:1)	min	P	STEM|POS:P|LEM:min
(4:170:8:1)	r~ab~i	N	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN
(4:170:8:2)	kumo	PRON	SUFFIX|PRON:2MP
(4:170:9:1)	fa	REM	PREFIX|f:REM+
(4:170:9:2)	_#aAminu	V	STEM|POS:V|IMPV|(IV)|LEM:'aAmana|ROOT:Amn|2MP
(4:170:9:3)	wA@	PRON	SUFFIX|PRON:2MP
(4:170:10:1)	xayorFA	ADJ	STEM|POS:ADJ|LEM:xayor|ROOT:xyr|MS|INDEF|ACC
(4:170:11:1)	l~a	P	PREFIX|l:P+
(4:170:11:2)	kumo	PRON	STEM|POS:PRON|2MP
(4:170:12:1)	wa	REM	PREFIX|w:REM+
(4:170:12:2)	<in	COND	STEM|POS:COND|LEM:<in
(4:170:13:1)	takofuru	V	STEM|POS:V|IMPF|LEM:kafara|ROOT:kfr|2MP|MOOD:JUS
(4:170:13:2)	wA@	PRON	SUFFIX|PRON:2MP
(4:170:14:1)	fa	RSLT	PREFIX|f:RSLT+
(4:170:14:2)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(4:170:15:1)	li	P	PREFIX|l:P+
(4:170:15:2)	l~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(4:170:16:1)	maA	REL	STEM|POS:REL|LEM:maA
(4:170:17:1)	fiY	P	STEM|POS:P|LEM:fiY
(4:170:18:1)	{l	DET	PREFIX|Al+
(4:170:18:2)	s~ama`wa`ti	N	STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN
(4:170:19:1)	wa	CONJ	PREFIX|w:CONJ+
(4:170:19:2)	{lo	DET	PREFIX|Al+
(4:170:19:3)	>aroDi	N	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN
(4:170:20:1)	wa	REM	PREFIX|w:REM+
(4:170:20:2)	kaAna	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS
(4:170:21:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(4:170:22:1)	EaliymFA	N	STEM|POS:N|LEM:Ealiym|ROOT:Elm|MS|INDEF|ACC
(4:170:23:1)	HakiymFA	ADJ	STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|INDEF|ACC
(4:171:1:1)	ya`^	VOC	PREFIX|ya+
(4:171:1:2)	>ahola	N	STEM|POS:N|LEM:>ahol|ROOT:Ahl|M|ACC
(4:171:2:1)	{lo	DET	PREFIX|Al+
(4:171:2:2)	kita`bi	N	STEM|POS:N|LEM:kita`b|ROOT:ktb|M|GEN
(4:171:3:1)	laA	PRO	STEM|POS:PRO|LEM:laA
(4:171:4:1)	tagoluw	V	STEM|POS:V|IMPF|LEM:tagoluw|ROOT:glw|2D|MOOD:JUS
(4:171:4:2)	A@	PRON	SUFFIX|PRON:2D
(4:171:5:1)	fiY	P	STEM|POS:P|LEM:fiY
(4:171:6:1)	diyni	N	STEM|POS:N|LEM:diyn|ROOT:dyn|M|GEN
(4:171:6:2)	kumo	PRON	SUFFIX|PRON:2MP
(4:171:7:1)	wa	CONJ	PREFIX|w:CONJ+
(4:171:7:2)	laA	PRO	STEM|POS:PRO|LEM:laA
(4:171:8:1)	taquwlu	V	STEM|POS:V|IMPF|LEM:qaAla|ROOT:qwl|2MP|MOOD:JUS
(4:171:8:2)	wA@	PRON	SUFFIX|PRON:2MP
(4:171:9:1)	EalaY	P	STEM|POS:P|LEM:EalaY`
(4:171:10:1)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(4:171:11:1)	<il~aA	RES	STEM|POS:RES|LEM:<il~aA
(4:171:12:1)	{lo	DET	PREFIX|Al+
(4:171:12:2)	Haq~a	N	STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|ACC
(4:171:13:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(4:171:13:2)	maA	PREV	STEM|POS:PREV|LEM:maA
(4:171:14:1)	{lo	DET	PREFIX|Al+
(4:171:14:2)	masiyHu	PN	STEM|POS:PN|LEM:masiyH|NOM
(4:171:15:1)	EiysaY	PN	STEM|POS:PN|LEM:EiysaY|NOM
(4:171:16:1)	{bonu	N	STEM|POS:N|LEM:{bon|ROOT:bny|M|NOM
(4:171:17:1)	maroyama	PN	STEM|POS:PN|LEM:maroyam|F|GEN
(4:171:18:1)	rasuwlu	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|NOM
(4:171:19:1)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(4:171:20:1)	wa	REM	PREFIX|w:REM+
(4:171:20:2)	kalimatu	N	STEM|POS:N|LEM:kalimap|ROOT:klm|F|NOM
(4:171:20:3)	hu,^	PRON	SUFFIX|PRON:3MS
(4:171:21:1)	>aloqaY`	V	STEM|POS:V|PERF|(IV)|LEM:>aloqaY`^|ROOT:lqy|3MS
(4:171:21:2)	haA^	PRON	SUFFIX|PRON:3FS
(4:171:22:1)	<ilaY`	P	STEM|POS:P|LEM:<ilaY`
(4:171:23:1)	maroyama	PN	STEM|POS:PN|LEM:maroyam|F|GEN
(4:171:24:1)	wa	CONJ	PREFIX|w:CONJ+
(4:171:24:2)	ruwHN	N	STEM|POS:N|LEM:ruwH|ROOT:rwH|M|INDEF|NOM
(4:171:25:1)	m~ino	P	STEM|POS:P|LEM:min
(4:171:25:2)	hu	PRON	SUFFIX|PRON:3MS
(4:171:26:1)	fa	REM	PREFIX|f:REM+
(4:171:26:2)	_#aAminu	V	STEM|POS:V|IMPV|(IV)|LEM:'aAmana|ROOT:Amn|2MP
(4:171:26:3)	wA@	PRON	SUFFIX|PRON:2MP
(4:171:27:1)	bi	P	PREFIX|bi+
(4:171:27:2)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(4:171:28:1)	wa	CONJ	PREFIX|w:CONJ+
(4:171:28:2)	rusuli	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|MP|GEN
